ClusterID	CFP	GFP	mCherry
7	16133.580078125	2208.9599609375	1711.26000976563
8	4024.77001953125	3665.99975585938	1288.98010253906
5	10587.3603515625	4786.85986328125	483.300018310547
2	3121.56005859375	9359.2197265625	-3126.06005859375
1	11798.3095703125	47280.4765625	44996.58203125
1	1462.10998535156	14288.0390625	30762.181640625
3	7661.759765625	19530.419921875	-2693.52001953125
5	10861.9794921875	5829.7197265625	1885.68005371094
5	30459.359375	31812.298828125	894.240051269531
3	4188.2998046875	13944.0595703125	-2066.580078125
5	15004.740234375	6693.1796875	-854.820007324219
5	13043.759765625	4633.97998046875	-428.220031738281
3	7115.97021484375	14382.419921875	437.940002441406
7	12637.349609375	2154.35986328125	-1288.98010253906
6	21377.580078125	2499.89990234375	-1280.88000488281
2	3187.11010742188	7056.65966796875	-30.2400016784668
4	8248.9501953125	4368.77978515625	-839.700012207031
4	7993.64990234375	4548.9599609375	0.540000021457672
8	3391.35009765625	1122.419921875	-1830.60009765625
8	6547.41015625	3615.2998046875	-157.68000793457
4	8798.1904296875	11809.9794921875	-255.960006713867
2	4562.27978515625	9030.0595703125	1138.85998535156
5	11433.990234375	5118.35986328125	115.560005187988
4	8168.22021484375	5165.93994140625	-2120.0400390625
3	2990.4599609375	9550.3193359375	-1243.61999511719
3	4188.98974609375	7474.73974609375	-999.000061035156
4	12302.7001953125	11751.4794921875	-1231.20007324219
8	5359.22998046875	3851.63989257813	-430.380004882813
5	16586.91015625	8977.7998046875	-772.200012207031
2	3032.55004882813	10412.2197265625	2530.97998046875
5	9873.2099609375	5617.5595703125	312.660003662109
5	12172.2900390625	5516.93994140625	1006.02001953125
3	4516.73974609375	13100.8798828125	524.880004882813
3	3748.77001953125	9507.419921875	-905.0400390625
7	10290.66015625	1700.39990234375	2776.68017578125
5	15665.759765625	14701.439453125	-746.280029296875
8	2296.32006835938	-298.739990234375	-878.580017089844
7	9294.2998046875	1429.73999023438	-1460.70007324219
5	16458.5703125	12349.7392578125	-2267.46020507813
6	12352.3798828125	593.579956054688	3107.7001953125
2	2748.27001953125	7774.259765625	1037.88000488281
5	11890.76953125	6768.83984375	599.940002441406
2	8343.4794921875	56665.4375	6141.96044921875
4	11344.2900390625	12058.7998046875	3401.46020507813
8	2323.919921875	704.339965820313	735.480041503906
8	1346.18994140625	-134.15998840332	937.980041503906
6	14499.66015625	2628.59985351563	571.860046386719
5	11200.080078125	5705.69970703125	1399.14001464844
4	6557.759765625	6418.61962890625	268.380004882813
5	17954.490234375	9311.6396484375	547.02001953125
3	7658.31005859375	11733.5400390625	304.559997558594
8	5693.18994140625	4232.27978515625	-2335.5
5	9059.7001953125	3864.89990234375	2653.02001953125
6	12996.83984375	2966.33984375	-1839.24011230469
8	4738.919921875	4114.5	116.100006103516
8	7817.009765625	2516.28002929688	3220.56005859375
8	1017.75	1916.4599609375	-254.880004882813
5	24430.140625	29950.439453125	3229.2001953125
8	1728.44995117188	2354.03979492188	3.78000020980835
5	18273.26953125	5900.69970703125	-3150.36010742188
5	11655.4794921875	7801.5595703125	-254.34001159668
6	35011.2890625	947.699951171875	-1769.580078125
5	12854.7001953125	4875.77978515625	-4307.580078125
4	4772.0400390625	8186.099609375	-2378.7001953125
6	12847.7998046875	3619.97998046875	1421.82006835938
8	7021.43994140625	3507.65991210938	-82.620002746582
2	5504.81982421875	12700.7392578125	2554.73999023438
7	9205.2900390625	3078.65991210938	-1931.580078125
4	6159.6298828125	8501.2197265625	1036.80004882813
3	6773.0400390625	13024.439453125	741.960021972656
7	8823.0302734375	1018.67999267578	-560.52001953125
3	4925.22021484375	13207.7392578125	271.620025634766
3	6748.2001953125	10998	1583.28002929688
8	7954.31982421875	3089.57983398438	-1784.70007324219
8	7729.3798828125	3441.35986328125	-1301.94006347656
4	66006.78125	60822.05859375	260677.984375
3	3406.53002929688	14036.8798828125	-1410.48010253906
2	2013.42004394531	4917.11962890625	-333.180023193359
8	2143.13989257813	903.239990234375	-361.260009765625
5	15966.599609375	4838.33984375	982.800048828125
4	9698.6396484375	11607.9599609375	-2139.47998046875
1	2021.01000976563	8948.939453125	13334.7607421875
2	1834.02001953125	14298.9599609375	3552.1201171875
4	7857.72021484375	5931.89990234375	1001.70001220703
2	4902.4501953125	5367.1796875	318.059997558594
6	11732.0703125	1724.57995605469	1989.90002441406
5	9764.8798828125	6049.6796875	-2891.16015625
7	11456.0703125	801.059997558594	-410.940002441406
7	9783.509765625	-1895.39990234375	-1242
8	643.77001953125	2381.33984375	311.580017089844
8	389.160003662109	1021.79998779297	-1117.80004882813
5	20012.0703125	8972.33984375	348.300018310547
7	11257.349609375	828.359985351563	-505.440032958984
4	7233.27001953125	6678.35986328125	-1740.96008300781
2	3777.75	17074.978515625	4315.68017578125
7	9588.240234375	2609.09985351563	1272.78002929688
5	10033.2900390625	20919.599609375	180.900009155273
8	584.429992675781	1432.85998535156	-355.320007324219
2	2012.72998046875	17474.33984375	2439.18017578125
6	14047.01953125	2498.33984375	1980.72009277344
5	11050.349609375	18655.259765625	-88.5600051879883
3	4498.10986328125	12391.859375	670.680053710938
4	8308.9794921875	5443.61962890625	1268.46008300781
5	15042.6904296875	9722.69921875	2566.6201171875
7	8618.7900390625	-867.359985351563	-417.420013427734
8	6345.23974609375	1736.27990722656	444.420013427734
2	2423.96997070313	12586.859375	2024.46008300781
8	3583.169921875	4048.19995117188	594.5400390625
4	10808.849609375	13711.619140625	1109.70007324219
4	8454.5703125	8730.5400390625	-137.160003662109
8	5373.72021484375	1386.83996582031	1168.02001953125
5	10739.849609375	5573.8798828125	-2059.56005859375
7	10149.900390625	1990.55993652344	-2108.16015625
8	7073.8798828125	1058.4599609375	2164.86010742188
2	2370.14990234375	9626.759765625	-2285.82006835938
5	8729.8798828125	4104.35986328125	-818.640014648438
4	5930.5498046875	6579.2998046875	921.240051269531
5	10011.900390625	3492.05981445313	461.700012207031
4	10761.240234375	13051.7392578125	-1460.70007324219
6	22216.619140625	1944.53991699219	361.800018310547
6	17329.349609375	3.11999988555908	43.2000007629395
5	10466.6103515625	3740.09985351563	-872.100036621094
7	10304.4599609375	2365.73999023438	398.52001953125
3	5624.8798828125	16464.240234375	1119.42004394531
5	11495.400390625	4024.7998046875	-874.800048828125
8	7639.68017578125	2513.15991210938	1828.98010253906
5	10688.099609375	3630.89990234375	-510.300018310547
5	21203.69921875	8133.83984375	-2320.92016601563
5	10421.759765625	6257.93994140625	519.480041503906
6	18282.9296875	5395.259765625	-312.120025634766
7	11634.08984375	1123.97998046875	-1239.84008789063
5	8903.0703125	5070.77978515625	578.880004882813
7	13241.7900390625	1966.3798828125	1299.24011230469
8	8342.7900390625	1918.01989746094	1735.56005859375
8	564.419982910156	-10.9200000762939	-78.3000030517578
3	6630.89990234375	10278.83984375	1826.82006835938
4	11347.740234375	14473.6796875	-560.52001953125
5	10421.0703125	6908.4599609375	-1014.66003417969
5	31328.759765625	24175.318359375	2534.76000976563
7	11919.75	-317.459991455078	1297.61999511719
3	2823.47998046875	17443.138671875	2036.88012695313
3	2404.64990234375	9187.6201171875	-3938.22021484375
6	22195.23046875	5531.759765625	-1810.080078125
5	10754.33984375	5787.599609375	-1089.72009277344
7	14730.8095703125	1195.73999023438	493.02001953125
2	3755.669921875	6157.31982421875	-433.080017089844
6	14659.740234375	742.559997558594	-2798.82006835938
8	9141.8095703125	2779.13989257813	1871.64001464844
5	25487.220703125	10975.3798828125	1521.72009277344
1	557.52001953125	8214.9599609375	17692.021484375
7	12541.4404296875	1029.59997558594	-435.780029296875
4	10367.9404296875	11957.3994140625	-1233.36010742188
4	10047.7802734375	12845.8193359375	-193.320007324219
4	8392.4697265625	11549.4599609375	-370.440002441406
4	14160.8701171875	11666.4599609375	1315.98010253906
2	4163.4599609375	8744.580078125	-752.220031738281
2	3198.14990234375	10165.7392578125	3072.06005859375
4	8400.0595703125	6016.919921875	-2935.98022460938
7	8480.099609375	2607.53979492188	604.800048828125
2	6590.8798828125	12847.3798828125	3273.48022460938
2	3987.51000976563	8410.7392578125	700.920043945313
3	5050.10986328125	8525.3994140625	500.580017089844
5	16694.55078125	8347.5595703125	-2609.28002929688
2	3970.26000976563	4716.65966796875	-1113.48010253906
3	7780.43994140625	20806.5	464.940032958984
4	5154.98974609375	5038.7998046875	-1503.36010742188
8	8069.5498046875	2003.81994628906	-2142.18017578125
2	3369.9599609375	8300.759765625	-2036.34008789063
4	6634.35009765625	4731.47998046875	22.1400012969971
7	10303.080078125	1812.71997070313	2009.34008789063
4	7098.02978515625	5542.6796875	-1847.88012695313
7	10092.6298828125	2227.67993164063	1862.46008300781
3	3703.919921875	14168.69921875	1297.080078125
3	5252.97021484375	12843.4794921875	866.700012207031
3	5755.97998046875	15552.4189453125	-924.480041503906
4	24803.4296875	41521.73828125	-444.960021972656
4	6888.27001953125	7113.599609375	-1490.40002441406
5	10799.1904296875	10571.33984375	-15.1200008392334
8	636.869995117188	559.260009765625	-2772.90014648438
5	9079.7099609375	3829.7998046875	1181.52001953125
1	3434.1298828125	18172.439453125	129698.828125
7	9293.6103515625	-449.279968261719	818.100036621094
5	18161.490234375	6615.9599609375	-93.4200057983398
3	5531.0400390625	13279.5	-918.000061035156
8	7532.0400390625	-822.119995117188	1792.26013183594
2	4594.02001953125	3385.19995117188	3106.6201171875
6	18552.029296875	4655.81982421875	-190.080001831055
4	8691.240234375	7010.6396484375	-758.160034179688
5	9043.1396484375	3442.919921875	-476.280029296875
7	9831.1201171875	1645.79992675781	-780.840026855469
5	10356.2099609375	3851.63989257813	2650.86010742188
6	15011.6396484375	712.919982910156	-1150.20007324219
4	7682.4599609375	5015.39990234375	2091.42016601563
5	12956.8203125	4973.27978515625	748.980041503906
4	8211.6904296875	7213.43994140625	154.440002441406
5	39347.25	7255.5595703125	-450.360015869141
2	7635.5400390625	4389.83984375	2670.84008789063
8	7307.10009765625	868.919982910156	2139.47998046875
3	2871.78002929688	21400.080078125	229.500015258789
6	14862.599609375	3489.71997070313	-1954.80004882813
2	2785.53002929688	7630.73974609375	-2028.78002929688
5	12570.419921875	8630.69921875	-2221.02001953125
3	7787.33984375	16447.080078125	-602.640014648438
8	5239.85986328125	1941.419921875	-796.500061035156
5	15679.5595703125	8730.5400390625	-3805.92016601563
8	4513.2900390625	556.139953613281	946.620056152344
4	13354.259765625	20158.318359375	1691.82006835938
5	7736.97021484375	4536.47998046875	-454.140014648438
5	10443.83984375	4878.11962890625	-438.480010986328
3	2975.28002929688	19330.740234375	1899.72009277344
5	10621.169921875	3649.61987304688	983.880065917969
5	23715.990234375	12351.2998046875	-275.940002441406
8	6156.18017578125	1429.73999023438	262.440002441406
8	241.5	-2.33999991416931	913.140014648438
7	14438.9404296875	645.839965820313	-2989.44018554688
5	13254.2099609375	6008.33984375	1709.10009765625
5	14301.6298828125	4812.599609375	1423.98010253906
4	7980.5400390625	10760.8798828125	-1564.92004394531
6	20962.890625	2858.69995117188	-2307.42016601563
5	12474.509765625	7852.259765625	829.980041503906
5	10731.5703125	7442.759765625	865.620056152344
6	23963.69921875	4873.43994140625	-1050.30004882813
1	2936.63989257813	5081.69970703125	12171.060546875
2	5484.81005859375	17847.1796875	3409.56005859375
1	1517.30993652344	9784.3193359375	22397.041015625
1	3938.52001953125	13504.919921875	40028.58203125
4	6326.60986328125	4889.0400390625	-3513.240234375
1	1999.61999511719	9799.1396484375	68369.40625
2	2791.73999023438	6226.73974609375	-2520.18017578125
3	5243.31005859375	7878.77978515625	1184.76000976563
5	11330.490234375	3077.09985351563	2997
2	4171.73974609375	9291.359375	3439.26025390625
5	9722.7900390625	5554.3798828125	-344.52001953125
2	1947.18005371094	13764.6591796875	2606.0400390625
5	10759.169921875	7710.2998046875	-556.740051269531
4	6793.0498046875	9933.2998046875	-256.5
3	4536.06005859375	13368.419921875	-398.52001953125
5	13141.740234375	9849.83984375	-2061.71997070313
5	12486.240234375	6562.919921875	474.120025634766
4	5589.68994140625	6902.99951171875	967.680053710938
4	7240.85986328125	4254.11962890625	1164.78002929688
5	10755.7197265625	5968.5595703125	-543.780029296875
1	1932	8952.83984375	67105.8046875
2	2094.84008789063	10038.599609375	1662.1201171875
5	9941.51953125	5899.919921875	-237.600006103516
4	5833.259765625	9848.279296875	-284.580017089844
8	5911.919921875	2663.69995117188	-1102.68005371094
8	8796.8095703125	1198.85998535156	-982.260009765625
7	10477.650390625	1072.5	2179.44018554688
1	2317.02001953125	8552.69921875	62240.40234375
1	2835.89990234375	15535.259765625	16406.8203125
4	4164.83984375	6778.19970703125	-251.640014648438
4	5801.52001953125	6502.07958984375	5.94000005722046
6	12224.7294921875	2886.77978515625	-968.760009765625
2	4311.1201171875	7175.2197265625	77.2200012207031
2	3477.60009765625	6477.11962890625	724.140014648438
3	5671.10986328125	14328.599609375	987.660034179688
7	12842.9697265625	676.259948730469	71.8199996948242
4	8420.759765625	12845.0390625	-640.440002441406
5	48702.26953125	15054.779296875	-1062.18005371094
5	14160.8701171875	8203.259765625	601.559997558594
1	1717.41003417969	8664.2392578125	13640.400390625
5	10352.0703125	8720.3994140625	-657.180053710938
5	11444.33984375	4052.8798828125	-459.540008544922
8	7785.27001953125	2978.81982421875	1724.22009277344
5	17139.599609375	7764.11962890625	2308.5
4	6385.259765625	4527.89990234375	-981.180053710938
7	10377.599609375	705.899963378906	-1351.080078125
4	7700.39990234375	7713.419921875	295.920013427734
7	9161.1298828125	1985.09997558594	2016.36010742188
5	15559.5	7917.77978515625	-1084.85998535156
6	21250.619140625	3130.13989257813	3524.580078125
5	15223.4697265625	4947.5400390625	472.500030517578
4	5270.91015625	5719.73974609375	561.600036621094
8	4532.60986328125	4435.080078125	270.540008544922
6	21668.0703125	3769.73974609375	179.280014038086
5	9718.650390625	3482.69995117188	422.280029296875
5	10051.919921875	4056.77978515625	2443.5
3	6434.25	14029.859375	1009.26000976563
8	6848.25	604.5	-1928.34008789063
5	10353.4501953125	6913.1396484375	-3112.56005859375
4	7228.43994140625	8765.6396484375	-1086.48010253906
5	21656.33984375	7285.9794921875	-1212.84008789063
5	12671.849609375	7559.759765625	-1319.76000976563
3	103604.8828125	100167.59375	1739.88012695313
3	5463.419921875	13175.759765625	-1625.94006347656
4	7071.81005859375	6824.99951171875	-1602.18005371094
3	6425.27978515625	10210.19921875	-1589.22009277344
8	-73.8300018310547	-921.9599609375	999.5400390625
5	13000.2900390625	3911.69995117188	474.120025634766
8	7978.47021484375	1445.33996582031	967.140014648438
4	10040.1904296875	8458.3193359375	-3161.16015625
3	6014.0400390625	14570.3994140625	-1037.88000488281
8	5668.35009765625	4310.27978515625	-1166.94006347656
7	10396.2294921875	-1808.03991699219	17.2800006866455
4	9258.419921875	24270.478515625	-1678.32006835938
3	8217.2099609375	16864.37890625	1099.98010253906
4	9646.2001953125	8244.599609375	1040.580078125
8	5861.5498046875	2489.76000976563	699.840026855469
4	7691.43017578125	7651.7998046875	284.040008544922
3	4910.0400390625	16571.87890625	-303.480010986328
2	4300.77001953125	8090.15966796875	-203.040008544922
5	12088.1103515625	3818.8798828125	308.880004882813
6	23212.2890625	3665.99975585938	2371.14013671875
6	16631.759765625	-989.039978027344	-90.7200012207031
7	12650.4599609375	140.399993896484	-1613.52001953125
7	8729.8798828125	2391.47998046875	-460.080017089844
5	10892.33984375	4478.759765625	530.820007324219
6	18209.099609375	4217.4599609375	-1546.02001953125
4	13523.3095703125	29980.078125	909.900024414063
5	36133.23046875	8806.19921875	1853.28002929688
5	12110.8798828125	5438.93994140625	442.800018310547
8	6166.52978515625	1934.39990234375	919.620056152344
5	26522.91015625	10220.33984375	1372.14001464844
4	8725.740234375	18597.5390625	-281.339996337891
2	3421.02001953125	5909.27978515625	1389.96008300781
3	6408.72021484375	14102.3994140625	402.300018310547
3	8195.8203125	14094.599609375	93.9600067138672
3	5660.759765625	13478.3994140625	-2561.22021484375
3	4907.97021484375	17191.19921875	-2125.44018554688
8	7571.3701171875	2470.26000976563	1044.35998535156
8	7973.64013671875	39	-1177.20007324219
5	51327.03125	33001.796875	38654.8203125
3	4281.4501953125	13224.8994140625	193.320007324219
4	7193.25	8911.5	1233.90002441406
1	5880.18017578125	15393.2998046875	97941.9609375
5	12798.8095703125	3896.8798828125	860.760009765625
6	11937.6904296875	2844.65991210938	355.320007324219
3	6274.169921875	9222.7197265625	233.280014038086
8	2776.56005859375	360.359985351563	-709.56005859375
6	16333.6796875	2943.71997070313	-105.300003051758
8	5420.64013671875	1227.71997070313	1608.66003417969
7	11255.2802734375	-1124.76000976563	748.440002441406
5	12983.7294921875	8572.19921875	-1305.18005371094
8	4440.14990234375	1195.73999023438	270
6	14990.25	1183.26000976563	86.4000015258789
8	7990.89013671875	880.619995117188	2196.18017578125
4	7118.72998046875	8432.580078125	-716.0400390625
2	9172.8603515625	60847.01953125	7361.2802734375
4	7918.43994140625	9931.7392578125	-188.460006713867
1	2074.13989257813	9987.1201171875	4755.240234375
6	18465.08984375	5173.73974609375	3526.740234375
7	12617.33984375	2719.85986328125	194.400009155273
8	4780.31982421875	3697.19995117188	-1221.48010253906
5	10769.51953125	7012.97998046875	558.900024414063
6	29754.1796875	3914.03979492188	-2230.2001953125
3	7966.73974609375	12392.6396484375	805.140014648438
2	3978.5400390625	6136.259765625	697.140014648438
5	10617.0302734375	3858.65991210938	-215.460006713867
8	6996.60009765625	3959.27978515625	-666.360046386719
3	6681.27001953125	11633.69921875	181.980010986328
4	9103.169921875	18269.939453125	426.600006103516
7	12401.3701171875	1102.14001464844	-1732.86010742188
3	4409.10009765625	17819.87890625	551.340026855469
7	9125.25	2318.93994140625	-3211.38012695313
4	8522.1904296875	7720.43994140625	-1462.86010742188
8	658.260009765625	1576.3798828125	-2741.0400390625
6	16880.16015625	5541.89990234375	-1415.88000488281
4	6855.14990234375	6547.31982421875	-168.480010986328
5	13035.4794921875	3059.15991210938	-240.84001159668
2	3012.5400390625	6318.77978515625	-617.220031738281
4	4676.81982421875	7423.259765625	-1300.32006835938
4	9032.099609375	14426.8798828125	-301.860015869141
8	7403.7001953125	1994.4599609375	-672.840026855469
4	5015.60986328125	7388.93994140625	-1205.82006835938
4	7681.080078125	11186.759765625	-1152.90002441406
5	8366.9404296875	3785.33984375	-440.640014648438
7	10054.6796875	1407.89990234375	85.3199996948242
3	7251.89990234375	12094.6796875	2276.10009765625
5	14383.740234375	6295.3798828125	956.340026855469
8	8219.2802734375	166.139999389648	-1402.38000488281
1	6183.08984375	20930.51953125	36928.98046875
6	16416.48046875	3499.85986328125	-1473.1201171875
5	18075.9296875	6352.31982421875	299.160003662109
5	9886.3203125	3875.03979492188	645.840026855469
7	10779.8701171875	2976.47998046875	2276.64013671875
5	13979.400390625	10652.4599609375	254.34001159668
8	7696.9501953125	3173.03979492188	-1522.26000976563
3	4921.080078125	18411.119140625	-274.860015869141
8	6738.5400390625	3527.93994140625	-179.280014038086
6	16290.900390625	1443.77990722656	3054.78002929688
8	8983.7998046875	875.159973144531	829.980041503906
5	14979.900390625	5185.43994140625	-2680.02001953125
6	17040.9296875	1506.17993164063	933.120056152344
3	3160.88989257813	9808.5	1051.38000488281
3	6212.759765625	11151.6591796875	-827.820007324219
2	4535.3701171875	10016.759765625	2177.28002929688
3	6847.56005859375	16216.19921875	1324.61999511719
6	17476.3203125	2013.17993164063	989.820068359375
8	6298.31982421875	4350.06005859375	287.820007324219
6	14598.330078125	1416.47998046875	-954.720031738281
4	12738.08984375	15565.6796875	833.220031738281
4	8183.39990234375	9350.6396484375	-1553.0400390625
7	9419.1904296875	189.539993286133	-903.420043945313
7	13012.01953125	2257.31982421875	-950.400024414063
8	6883.43994140625	2347.02001953125	-1105.38000488281
8	8410.41015625	-866.579956054688	-872.100036621094
7	12960.9599609375	2185.55981445313	-1084.32006835938
8	2642.01000976563	380.639984130859	986.0400390625
5	11496.7802734375	3216.71997070313	-459.540008544922
4	6471.509765625	5384.33984375	-2947.32006835938
8	7176.68994140625	585	521.640014648438
8	6709.56005859375	2451.53979492188	-1542.78002929688
5	13479.83984375	10939.5	479.52001953125
3	5390.27978515625	12182.8193359375	-1836.5400390625
6	22062.060546875	4825.85986328125	588.600036621094
3	7594.14013671875	11352.119140625	-2555.82006835938
8	7883.25	2659.7998046875	153.900009155273
4	6566.0400390625	6247.7998046875	-2034.18005371094
8	5313.68994140625	2829.05981445313	-1674.5400390625
8	7090.43994140625	2631.71997070313	-864.000061035156
5	18470.609375	5331.2998046875	-2287.44018554688
5	11687.91015625	9406.01953125	2300.94018554688
7	8976.2099609375	-891.539978027344	-191.160003662109
5	13357.01953125	5179.19970703125	-736.02001953125
5	23901.599609375	6931.07958984375	-2492.10009765625
7	9070.0498046875	2914.85986328125	-1839.78002929688
2	4069.61987304688	10316.279296875	2446.73999023438
5	10945.4697265625	3864.89990234375	1345.14001464844
7	10735.01953125	-395.459991455078	-398.52001953125
2	3075.330078125	9775.7392578125	1328.40002441406
7	9148.7099609375	2638.73999023438	-224.100006103516
7	8385.5703125	2960.09985351563	1616.22009277344
3	2415.68994140625	17148.298828125	174.960006713867
5	9315.6904296875	5035.6796875	1542.24011230469
6	14392.01953125	3000.65991210938	-217.080001831055
7	10584.599609375	2244.83984375	-249.480010986328
3	4026.14990234375	12131.33984375	-1581.1201171875
3	5949.18017578125	16754.3984375	226.800003051758
4	9662.759765625	7159.61962890625	85.8600006103516
2	1475.21997070313	7584.7197265625	3222.72021484375
4	9544.76953125	11020.619140625	-50.7600021362305
4	9209.4296875	10201.619140625	-1293.84008789063
5	12725.669921875	3956.15991210938	985.500061035156
2	3383.76000976563	6778.97998046875	1465.56005859375
3	6666.77978515625	17076.5390625	142.560012817383
3	50024.30859375	29493.359375	-1236.06005859375
6	16892.580078125	2981.93994140625	609.119995117188
5	10194.75	3732.2998046875	-176.580001831055
2	4400.81982421875	4829.759765625	1367.28002929688
6	17404.560546875	4698.7197265625	402.840026855469
5	9188.7294921875	4744.73974609375	653.400024414063
4	8678.8203125	7888.1396484375	-2493.72021484375
2	3788.10009765625	7724.33984375	-1335.42004394531
6	17828.91015625	4848.47998046875	-2290.14013671875
5	66012.9921875	90593.09375	-1976.94006347656
3	7359.5400390625	17636.580078125	-1220.40002441406
4	8825.099609375	9026.16015625	-2259.36010742188
3	5688.35986328125	8768.759765625	-1164.23999023438
2	1828.5	8559.7197265625	186.84001159668
2	4211.06982421875	7718.8798828125	2068.73999023438
6	16649.009765625	4262.69970703125	-1540.080078125
8	4543.64990234375	2340.78002929688	1527.66003417969
4	11958.3896484375	11689.859375	1038.96008300781
4	7849.43994140625	11111.099609375	-3097.44018554688
4	4515.35986328125	7099.5595703125	-690.120056152344
4	7340.91015625	5379.65966796875	633.960021972656
8	4247.64013671875	3442.919921875	-3095.28002929688
7	8674.6796875	1109.93994140625	-954.720031738281
6	14647.3203125	3560.69995117188	-339.120025634766
5	11487.1201171875	3591.11987304688	243.000015258789
5	11712.0595703125	3155.8798828125	3151.98022460938
7	12148.830078125	581.099975585938	697.680053710938
2	2541.27001953125	21617.69921875	2510.46020507813
5	9909.7802734375	6380.39990234375	171.18000793457
2	6597.08984375	9371.69921875	2005.56005859375
3	6221.72998046875	11384.099609375	-1169.64001464844
7	8834.759765625	-1455.47998046875	-326.700012207031
4	16606.919921875	34306.73828125	-581.580017089844
6	18011.0703125	2064.65991210938	-1627.02001953125
7	9856.650390625	1405.55993652344	1638.36010742188
4	9198.3896484375	26991.119140625	-125.280006408691
4	9399.1796875	10974.599609375	964.980041503906
6	23404.80078125	2655.11987304688	525.420043945313
4	5232.27001953125	5912.39990234375	502.200012207031
6	19384.859375	-702	-75.6000061035156
2	4624.3798828125	7646.33984375	886.680053710938
6	43363.73828125	8221.9794921875	1041.66003417969
3	4965.93017578125	12256.919921875	1251.72009277344
6	23228.849609375	2988.9599609375	-815.400024414063
4	8631.2099609375	8064.419921875	-1658.88012695313
4	6074.06982421875	5897.57958984375	1520.64001464844
5	10028.4599609375	5930.33984375	-1049.22009277344
6	14997.150390625	-517.139953613281	1173.96008300781
3	10154.7294921875	17946.240234375	1416.42004394531
3	4623.68994140625	11859.8994140625	-3037.5
5	27920.16015625	9727.3798828125	-5571.72021484375
8	-146.970001220703	-369.720001220703	765.180053710938
4	15346.2900390625	23821.19921875	1405.61999511719
3	3564.5400390625	23574.71875	-295.380004882813
8	7343.669921875	811.97998046875	1105.92004394531
5	10750.8896484375	5396.0400390625	671.220031738281
2	5901.56982421875	6921.7197265625	4352.93994140625
